folio;depto;area;s10b_10_01;s10b_10_02;s10b_10_03;s10b_10_04;s10b_10_05;s10b_10_06;s10b_10_07;s10b_10_08;s10b_10_09;s10b_10_10;s10b_10_11;s10b_10_12;s10b_10_13;s10b_10_14;s10b_10_15;s10b_10_16;s10b_10_17;s10b_10_18;s10b_10_19;s10b_10_20;s10b_10_21;s10b_10_22;s10b_10_23;s10b_10_24;s10b_10_25;s10b_10_26;s10b_10_27;s10b_10_28;s10b_10_29;s10b_10_30;s10b_10_31;s10b_10_32;s10b_11_01;s10b_11_02;s10b_11_03;s10b_11_04;s10b_11_05;s10b_11_06;s10b_11_07;s10b_11_08;s10b_12_01;s10b_12_02;s10b_12_03;s10b_13_01;s10b_13_02;s10b_13_03;s10b_13_04;s10b_13_05;s10b_13_06;s10b_13_07;s10b_13_08;s10b_13_09;s10b_13_10;s10b_13_11;s10b_13_12;s10b_13_13;s10b_13_14;upm;estrato;factor
441-04943347995-D-0071;Oruro;Rural;16;0;0;0;0;0;20;16;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;38;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;400;500;200;0;0;0;0;0;0;441-04943347995-D;21;248,626188797702
441-04943347995-D-0091;Oruro;Rural;14;0;0;0;0;0;20;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;350;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;441-04943347995-D;21;248,626188797702
441-04943347995-D-0101;Oruro;Rural;15;0;0;0;0;0;20;22;36;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;38;50;0;0;0;0;0;0;0;0;0;0;200;100;0;0;0;0;0;0;900;700;60;0;0;0;0;0;0;441-04943347995-D;21;248,626188797702
441-04943347995-D-0111;Oruro;Rural;10;0;30;0;0;0;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;441-04943347995-D;21;248,626188797702
441-04943347995-D-0131;Oruro;Rural;20;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;441-04943347995-D;21;248,626188797702
441-04943347995-D-0141;Oruro;Rural;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;441-04943347995-D;21;248,626188797702
441-04943347995-D-0151;Oruro;Rural;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;441-04943347995-D;21;248,626188797702
442-03913059769-A-0011;Oruro;Rural;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;442-03913059769-A;22;328,917489985393
442-03913059769-A-0021;Oruro;Rural;16;0;0;0;0;0;25;0;24;0;0;0;0;0;120;60;0;0;0;0;13;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;350;400;50;0;0;0;0;0;0;442-03913059769-A;22;328,917489985393
442-03913059769-A-0031;Oruro;Rural;10;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;0;0;0;30;0;0;0;60;0;80;0;0;0;0;0;0;0;0;0;0;0;0;250;150;30;0;0;0;0;0;0;442-03913059769-A;22;328,917489985393
442-03913059769-A-0041;Oruro;Rural;20;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;442-03913059769-A;22;328,917489985393
442-03913059769-A-0051;Oruro;Rural;20;0;80;0;0;5;10;0;0;0;0;0;20;0;0;0;0;20;0;0;10;0;0;0;0;0;0;0;150;50;0;0;0;300;0;0;0;0;0;0;0;0;0;0;0;0;200;0;200;500;100;0;0;0;0;1000;0;442-03913059769-A;22;328,917489985393
442-03913059769-A-0061;Oruro;Rural;10;0;70;0;0;0;0;0;0;0;0;0;0;0;20;0;0;10;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;400;0;442-03913059769-A;22;328,917489985393
442-03913059769-A-0071;Oruro;Rural;30;0;100;0;0;10;15;0;10;0;0;0;60;0;20;0;0;30;0;0;0;0;0;0;0;0;0;0;50;80;0;0;0;200;0;0;0;0;0;0;0;100;0;0;0;0;150;0;200;500;100;50;0;0;0;600;0;442-03913059769-A;22;328,917489985393
442-03913059769-A-0081;Oruro;Rural;25;0;70;0;0;0;50;35;30;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;150;0;0;0;0;0;0;0;442-03913059769-A;22;328,917489985393
442-03913059769-A-0091;Oruro;Rural;25;0;80;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;40;0;0;0;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;442-03913059769-A;22;328,917489985393
442-03913059769-A-0101;Oruro;Rural;10;0;70;0;0;0;30;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;442-03913059769-A;22;328,917489985393
442-03913059769-A-0111;Oruro;Rural;18;0;80;0;0;0;19;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;0;0;260;0;0;0;0;0;0;0;442-03913059769-A;22;328,917489985393
442-03913059769-A-0121;Oruro;Rural;10;0;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;442-03913059769-A;22;328,917489985393
442-04148421340-D-0011;Oruro;Rural;30;0;40;0;0;0;15;0;0;0;0;0;0;0;20;0;0;10;0;200;15;0;0;0;0;0;0;0;0;60;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;800;0;442-04148421340-D;22;193,480876461996
442-04148421340-D-0021;Oruro;Rural;15;0;60;10;0;0;20;0;0;0;0;0;0;0;30;0;0;20;0;0;100;0;0;0;0;0;0;0;0;50;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;150;0;100;150;0;80;0;0;0;500;0;442-04148421340-D;22;193,480876461996
442-04148421340-D-0031;Oruro;Rural;10;0;30;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;5;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;442-04148421340-D;22;193,480876461996
442-04148421340-D-0041;Oruro;Rural;10;0;30;0;0;0;0;0;0;0;0;0;0;0;20;0;0;10;0;0;4;0;0;0;0;0;0;0;0;30;0;0;0;0;100;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;700;0;442-04148421340-D;22;193,480876461996
442-04148421340-D-0051;Oruro;Rural;30;0;40;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;442-04148421340-D;22;193,480876461996
442-04148421340-D-0061;Oruro;Rural;20;0;40;0;0;0;50;0;0;0;0;0;0;0;80;0;0;0;5;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;442-04148421340-D;22;193,480876461996
442-04148421340-D-0071;Oruro;Rural;20;0;80;0;0;0;50;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;442-04148421340-D;22;193,480876461996
442-04148421340-D-0081;Oruro;Rural;10;0;40;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;442-04148421340-D;22;193,480876461996
442-04148421340-D-0091;Oruro;Rural;10;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;442-04148421340-D;22;193,480876461996
442-04148421340-D-0101;Oruro;Rural;15;0;40;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;442-04148421340-D;22;193,480876461996
442-04148421340-D-0111;Oruro;Rural;20;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;442-04148421340-D;22;193,480876461996
442-04148421340-D-0121;Oruro;Rural;15;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;442-04148421340-D;22;193,480876461996
442-04471185473-D-0011;Oruro;Rural;10;0;40;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;442-04471185473-D;22;94,1346351810047
442-04471185473-D-0031;Oruro;Rural;10;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;0;442-04471185473-D;22;94,1346351810047
442-04471185473-D-0041;Oruro;Rural;10;0;30;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;442-04471185473-D;22;94,1346351810047
442-04471185473-D-0061;Oruro;Rural;15;0;40;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;442-04471185473-D;22;94,1346351810047
442-04471185473-D-0071;Oruro;Rural;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;442-04471185473-D;22;94,1346351810047
442-04471185473-D-0081;Oruro;Rural;10;0;60;0;0;0;20;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;150;180;60;0;0;0;0;0;0;442-04471185473-D;22;94,1346351810047
442-04471185473-D-0101;Oruro;Rural;10;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;442-04471185473-D;22;94,1346351810047
442-04471185473-D-0111;Oruro;Rural;20;0;50;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;200;60;0;0;0;0;0;0;442-04471185473-D;22;94,1346351810047
442-04471185473-D-0131;Oruro;Rural;20;0;80;150;0;0;40;0;15;0;0;0;0;0;0;0;30;50;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;442-04471185473-D;22;94,1346351810047
442-04471185473-D-0141;Oruro;Rural;10;0;50;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;442-04471185473-D;22;94,1346351810047
442-04471185473-D-0151;Oruro;Rural;10;0;40;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;80;120;60;0;0;0;0;0;0;442-04471185473-D;22;94,1346351810047
442-04471185473-D-0171;Oruro;Rural;20;0;70;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;442-04471185473-D;22;94,1346351810047
442-05024578093-D-0021;Oruro;Rural;0;50;0;0;0;0;15;20;0;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;350;0;0;0;0;0;0;0;442-05024578093-D;22;115,121121494887
442-05024578093-D-0031;Oruro;Rural;45;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;442-05024578093-D;22;115,121121494887
442-05024578093-D-0051;Oruro;Rural;15;0;30;0;0;0;20;40;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;130;60;0;0;0;1200;0;0;442-05024578093-D;22;115,121121494887
442-05024578093-D-0071;Oruro;Rural;10;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;20;0;0;0;0;0;0;442-05024578093-D;22;115,121121494887
442-05024578093-D-0091;Oruro;Rural;30;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;90;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;442-05024578093-D;22;115,121121494887
442-05024578093-D-0101;Oruro;Rural;30;0;0;0;0;0;15;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;442-05024578093-D;22;115,121121494887
442-05024578093-D-0121;Oruro;Rural;10;0;70;0;0;0;20;0;15;0;0;0;0;0;30;0;0;0;5;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;442-05024578093-D;22;115,121121494887
442-05024578093-D-0141;Oruro;Rural;15;0;30;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;442-05024578093-D;22;115,121121494887
442-05024578093-D-0161;Oruro;Rural;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;442-05024578093-D;22;115,121121494887
442-05024578093-D-0171;Oruro;Rural;30;0;0;10;0;0;10;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;600;0;0;0;0;442-05024578093-D;22;115,121121494887
442-05024578093-D-0191;Oruro;Rural;20;0;12;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;442-05024578093-D;22;115,121121494887
442-05024578093-D-0211;Oruro;Rural;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;442-05024578093-D;22;115,121121494887
443-04015708621-D-0011;Oruro;Rural;20;0;60;0;0;10;15;35;0;0;0;0;0;0;0;0;0;30;0;0;20;0;0;0;0;0;0;0;70;60;0;0;0;200;0;0;0;0;0;0;0;200;0;0;0;0;100;0;0;0;0;0;0;0;0;600;0;443-04015708621-D;23;53,1321910712948
443-04015708621-D-0021;Oruro;Rural;10;0;50;0;0;0;20;0;10;0;0;0;0;0;20;0;0;10;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;443-04015708621-D;23;53,1321910712948
443-04015708621-D-0031;Oruro;Rural;20;0;50;0;0;0;20;0;0;0;0;0;0;0;30;0;0;0;0;0;5;0;0;0;0;0;0;0;0;80;0;0;0;0;60;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;443-04015708621-D;23;53,1321910712948
443-04015708621-D-0041;Oruro;Rural;15;0;40;0;0;0;10;0;20;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;443-04015708621-D;23;53,1321910712948
443-04015708621-D-0051;Oruro;Rural;10;0;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;0;0;0;0;443-04015708621-D;23;53,1321910712948
443-04015708621-D-0061;Oruro;Rural;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;10;0;0;0;0;0;0;0;0;0;0;0;250;0;0;0;0;0;0;0;0;0;0;600;0;200;0;0;443-04015708621-D;23;53,1321910712948
443-04015708621-D-0071;Oruro;Rural;15;0;0;0;0;0;10;20;15;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;80;20;0;0;0;50;0;120;0;0;30;0;0;150;0;0;0;0;20;0;0;0;0;0;500;0;200;0;0;443-04015708621-D;23;53,1321910712948
443-04015708621-D-0081;Oruro;Rural;10;0;60;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;443-04015708621-D;23;53,1321910712948
443-04015708621-D-0091;Oruro;Rural;20;0;0;0;0;0;30;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;120;0;0;0;25;0;0;0;0;0;0;0;0;0;0;200;250;0;0;0;0;0;0;0;443-04015708621-D;23;53,1321910712948
443-04015708621-D-0101;Oruro;Rural;15;0;0;0;0;0;25;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;443-04015708621-D;23;53,1321910712948
443-04015708621-D-0111;Oruro;Rural;10;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;443-04015708621-D;23;53,1321910712948
443-04015708621-D-0121;Oruro;Rural;10;0;70;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;443-04015708621-D;23;53,1321910712948
443-04137078673-A-0041;Oruro;Rural;150;0;45;0;0;0;50;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;300;0;0;0;0;0;0;0;0;0;400;0;0;0;0;200;300;10;0;0;0;0;0;0;443-04137078673-A;23;143,048206730409
443-04137078673-A-0051;Oruro;Rural;15;60;30;10;0;0;21;0;10;0;0;0;0;0;0;0;0;10;5;0;30;0;0;0;0;0;0;300;0;60;0;0;0;100;0;0;0;42;150;20;0;0;0;0;0;0;60;0;100;200;105;0;0;0;0;0;0;443-04137078673-A;23;143,048206730409
443-04137078673-A-0061;Oruro;Rural;29;0;45;5;0;0;35;0;15;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;40;0;20;0;0;120;0;0;45;0;0;100;0;0;0;0;0;0;120;250;50;100;0;0;0;0;0;443-04137078673-A;23;143,048206730409
443-04137078673-A-0071;Oruro;Rural;0;0;0;0;0;0;30;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;80;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;140;0;0;0;0;0;0;0;0;0;0;443-04137078673-A;23;143,048206730409
443-04137078673-A-0081;Oruro;Rural;50;0;120;0;0;0;100;10;0;0;0;0;60;0;0;0;0;0;25;120;50;0;0;0;0;0;0;0;50;100;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000;1200;80;0;0;0;0;0;0;443-04137078673-A;23;143,048206730409
443-04137078673-A-0091;Oruro;Rural;10;0;50;0;0;0;20;20;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;443-04137078673-A;23;143,048206730409
443-04137078673-A-0101;Oruro;Rural;30;0;60;0;0;0;45;16;15;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;800;1400;20;0;0;0;0;0;0;443-04137078673-A;23;143,048206730409
443-04137078673-A-0111;Oruro;Rural;30;0;60;0;0;0;30;0;12;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;443-04137078673-A;23;143,048206730409
443-04137078673-A-0121;Oruro;Rural;0;0;20;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;443-04137078673-A;23;143,048206730409
443-04137632593-A-0011;Oruro;Rural;20;0;100;0;0;10;200;20;0;0;0;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;250;0;200;0;0;0;150;200;200;0;0;0;0;0;0;0;0;0;0;0;0;500;800;50;50;800;0;2000;1000;0;443-04137632593-A;23;143,048206730409
443-04137632593-A-0021;Oruro;Rural;20;0;20;0;0;10;200;15;0;0;0;0;0;0;60;0;0;20;0;0;10;0;0;0;0;0;0;50;0;50;0;0;0;150;0;0;0;0;20;5;0;80;0;0;0;0;200;0;180;500;200;0;0;0;100;500;0;443-04137632593-A;23;143,048206730409
443-04137632593-A-0031;Oruro;Rural;20;0;120;0;0;0;10;20;0;0;0;0;70;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;60;200;0;0;0;300;120;0;0;0;0;0;0;0;0;0;0;0;100;0;200;600;15;0;0;0;0;0;0;443-04137632593-A;23;143,048206730409
443-04225733988-A-0101;Oruro;Rural;30;20;150;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;100;0;0;0;0;0;0;0;0;0;0;0;0;70;0;0;0;0;0;0;0;0;0;400;0;0;0;0;443-04225733988-A;23;94,5572891946771
443-04225733988-A-0111;Oruro;Rural;15;0;0;0;0;10;100;5;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;250;80;0;0;0;0;0;0;0;0;100;0;0;500;0;0;0;0;0;0;200;300;18;0;0;0;300;100;0;443-04225733988-A;23;94,5572891946771
443-04225733988-A-0121;Oruro;Rural;30;0;0;0;0;0;10;10;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;500;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;443-04225733988-A;23;94,5572891946771
443-04227335164-A-0081;Oruro;Rural;35;0;0;0;0;0;45;10;15;0;0;0;80;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;0;150;200;0;0;0;0;0;0;0;443-04227335164-A;23;94,5572891946771
443-04227335164-A-0091;Oruro;Rural;30;0;50;0;0;0;35;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;80;0;0;0;0;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;443-04227335164-A;23;94,5572891946771
443-04227583529-A-0011;Oruro;Rural;50;0;80;0;0;0;45;20;30;0;0;0;200;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;600;800;0;0;0;0;0;0;0;443-04227583529-A;23;94,5572891946771
443-04227583529-A-0021;Oruro;Rural;10;0;0;0;0;12;10;5;10;0;0;0;0;0;100;0;120;50;0;0;0;0;0;0;0;0;0;0;40;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;443-04227583529-A;23;94,5572891946771
443-04227583529-A-0031;Oruro;Rural;10;0;0;0;0;0;10;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;443-04227583529-A;23;94,5572891946771
443-04227583529-A-0041;Oruro;Rural;20;0;20;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;150;0;0;0;0;0;0;0;443-04227583529-A;23;94,5572891946771
