folio;depto;area;s10b_10_01;s10b_10_02;s10b_10_03;s10b_10_04;s10b_10_05;s10b_10_06;s10b_10_07;s10b_10_08;s10b_10_09;s10b_10_10;s10b_10_11;s10b_10_12;s10b_10_13;s10b_10_14;s10b_10_15;s10b_10_16;s10b_10_17;s10b_10_18;s10b_10_19;s10b_10_20;s10b_10_21;s10b_10_22;s10b_10_23;s10b_10_24;s10b_10_25;s10b_10_26;s10b_10_27;s10b_10_28;s10b_10_29;s10b_10_30;s10b_10_31;s10b_10_32;s10b_11_01;s10b_11_02;s10b_11_03;s10b_11_04;s10b_11_05;s10b_11_06;s10b_11_07;s10b_11_08;s10b_12_01;s10b_12_02;s10b_12_03;s10b_13_01;s10b_13_02;s10b_13_03;s10b_13_04;s10b_13_05;s10b_13_06;s10b_13_07;s10b_13_08;s10b_13_09;s10b_13_10;s10b_13_11;s10b_13_12;s10b_13_13;s10b_13_14;upm;estrato;factor
432-04461253592-A-0091;Oruro;Urbana;20;0;0;0;0;0;20;20;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;80;0;0;0;0;0;0;0;600;0;0;0;0;0;0;0;0;0;0;0;0;0;432-04461253592-A;12;148,562177779957
432-04461253592-A-0131;Oruro;Urbana;100;0;0;0;0;0;100;100;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;0;110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;0;200;0;0;0;0;0;0;0;432-04461253592-A;12;148,562177779957
432-04461253592-A-0161;Oruro;Urbana;10;0;0;0;0;0;20;15;0;0;0;0;0;0;200;0;0;100;40;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;200;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;432-04461253592-A;12;148,562177779957
432-04461253592-A-0201;Oruro;Urbana;150;50;0;6;0;20;30;25;30;0;500;120;50;0;0;0;0;200;80;0;0;0;0;0;0;0;0;200;0;80;0;0;0;300;300;300;0;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;5000;700;250;300;0;432-04461253592-A;12;148,562177779957
432-04461253592-A-0241;Oruro;Urbana;30;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;432-04461253592-A;12;148,562177779957
432-04461253592-A-0271;Oruro;Urbana;20;0;0;0;0;30;10;10;15;0;0;0;0;60;300;0;50;50;0;0;0;0;0;0;0;600;0;500;80;20;0;0;0;0;0;100;0;0;0;0;0;300;0;0;0;0;0;0;0;0;0;0;0;0;1500;0;0;432-04461253592-A;12;148,562177779957
432-04461253592-A-0311;Oruro;Urbana;66;100;35;0;0;25;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;0;0;0;350;0;0;0;0;0;432-04461253592-A;12;148,562177779957
432-04461253592-A-0351;Oruro;Urbana;56;52;56;5;56;25;36;0;0;0;0;0;0;0;58;0;458;0;0;258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;432-04461253592-A;12;148,562177779957
432-04461253592-A-0381;Oruro;Urbana;10;0;250;0;150;35;56;9;36;0;0;0;56;85;250;56;350;155;0;0;0;0;0;0;0;250;0;0;0;0;0;0;0;250;530;0;0;0;0;0;0;0;0;0;0;0;250;0;0;0;0;0;0;0;0;350;0;432-04461253592-A;12;148,562177779957
432-04461253592-A-0421;Oruro;Urbana;45;0;0;0;0;0;56;9;0;0;0;0;0;45;56;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;432-04461253592-A;12;148,562177779957
432-05074733832-A-0011;Oruro;Urbana;16;0;100;0;0;0;30;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;180;600;450;200;0;0;0;0;0;0;432-05074733832-A;12;67,7107714451648
432-05074733832-A-0021;Oruro;Urbana;0;0;25;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;432-05074733832-A;12;67,7107714451648
432-05074733832-A-0041;Oruro;Urbana;10;0;0;0;0;0;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;432-05074733832-A;12;67,7107714451648
432-05074733832-A-0051;Oruro;Urbana;10;0;100;0;0;0;15;0;0;0;0;0;100;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;400;350;60;0;0;0;0;0;0;432-05074733832-A;12;67,7107714451648
432-05075714301-A-0061;Oruro;Urbana;30;0;20;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;432-05075714301-A;12;67,7107714451648
432-05075714301-A-0071;Oruro;Urbana;0;0;30;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;0;0;0;0;0;0;432-05075714301-A;12;67,7107714451648
432-05075714301-A-0081;Oruro;Urbana;30;0;50;0;0;0;50;60;0;0;0;0;30;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;50;50;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;240;200;0;0;300;0;0;100;0;432-05075714301-A;12;67,7107714451648
432-05075714301-A-0091;Oruro;Urbana;10;0;60;0;0;0;0;0;0;0;0;0;0;0;100;0;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;432-05075714301-A;12;67,7107714451648
432-05075714301-A-0111;Oruro;Urbana;96;0;60;0;0;10;15;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;120;60;0;0;0;0;0;0;432-05075714301-A;12;67,7107714451648
432-05075714301-A-0121;Oruro;Urbana;0;0;50;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;432-05075714301-A;12;67,7107714451648
432-05075714301-A-0131;Oruro;Urbana;30;0;0;0;0;0;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;432-05075714301-A;12;67,7107714451648
432-05075714301-A-0141;Oruro;Urbana;20;0;60;0;0;0;40;24;30;0;0;0;0;0;30;0;0;24;0;0;0;0;900;0;0;0;0;0;0;50;0;0;0;200;150;50;0;0;0;0;0;250;0;0;0;0;0;0;600;400;100;0;0;0;0;0;0;432-05075714301-A;12;67,7107714451648
433-04461538580-A-0021;Oruro;Urbana;56;25;0;50;0;25;56;0;56;0;0;0;0;150;420;100;200;185;45;0;0;0;0;0;0;0;0;600;0;180;0;0;0;0;0;588;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;433-04461538580-A;13;64,1559959977012
433-04461538580-A-0041;Oruro;Urbana;50;150;0;0;0;45;150;9;45;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;0;0;0;120;0;0;250;50;0;0;0;0;0;0;433-04461538580-A;13;64,1559959977012
433-04461538580-A-0051;Oruro;Urbana;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;433-04461538580-A;13;64,1559959977012
433-04461660974-A-0071;Oruro;Urbana;56;45;0;0;0;0;45;0;0;0;0;0;0;45;250;45;200;0;0;0;0;0;0;0;0;0;0;500;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;433-04461660974-A;13;64,1559959977012
433-04461660974-A-0091;Oruro;Urbana;30;0;0;0;0;0;50;20;12;0;0;0;50;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;0;150;200;50;0;0;0;0;0;0;433-04461660974-A;13;64,1559959977012
433-04461660974-A-0101;Oruro;Urbana;100;0;0;0;0;0;50;50;12;0;0;0;0;0;0;0;0;100;30;0;0;0;0;0;0;0;0;0;180;80;0;60;0;0;280;0;0;0;0;0;0;0;0;0;0;0;200;0;250;250;0;0;0;0;0;200;0;433-04461660974-A;13;64,1559959977012
433-04461660974-A-0121;Oruro;Urbana;50;0;0;0;0;0;70;10;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;1700;0;0;0;0;0;120;0;60;0;0;0;0;0;0;0;0;0;0;0;5000;0;0;0;0;0;0;0;0;0;0;0;0;0;433-04461660974-A;13;64,1559959977012
433-04461660974-A-0141;Oruro;Urbana;10;0;0;0;0;0;10;20;0;0;0;0;0;80;300;80;300;40;0;0;0;0;0;0;0;600;0;0;0;50;0;0;0;0;0;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;433-04461660974-A;13;64,1559959977012
433-04461660974-A-0151;Oruro;Urbana;30;0;0;0;0;0;40;10;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;0;150;500;0;0;0;0;0;0;0;433-04461660974-A;13;64,1559959977012
433-04461660974-A-0171;Oruro;Urbana;50;0;0;12;0;20;30;10;15;0;0;0;0;0;0;0;0;120;50;300;70;0;0;0;0;500;0;0;60;30;0;0;0;300;200;500;0;0;0;0;500;180;120;0;0;0;0;0;0;0;0;0;0;0;0;200;0;433-04461660974-A;13;64,1559959977012
433-04461660974-A-0191;Oruro;Urbana;30;0;0;0;0;20;50;20;45;0;0;0;60;0;0;0;80;100;70;180;70;0;0;0;0;0;0;0;0;80;0;0;0;500;200;200;0;0;0;0;500;0;0;0;0;0;0;0;600;800;30;0;0;0;150;0;0;433-04461660974-A;13;64,1559959977012
433-04461660974-A-0201;Oruro;Urbana;150;0;0;6;150;20;30;20;45;0;0;0;60;0;0;0;0;80;70;300;50;0;0;0;0;0;0;0;80;90;0;0;0;500;200;200;0;0;0;0;0;0;0;0;0;0;0;0;0;1500;30;0;600;0;0;0;0;433-04461660974-A;13;64,1559959977012
441-03911769812-D-0011;Oruro;Rural;50;0;0;0;0;0;60;150;45;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;300;400;50;0;0;0;0;250;0;441-03911769812-D;21;295,243599197271
441-03911769812-D-0021;Oruro;Rural;38;0;100;0;0;0;40;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;400;0;0;0;0;0;0;0;441-03911769812-D;21;295,243599197271
441-03911769812-D-0031;Oruro;Rural;20;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;441-03911769812-D;21;295,243599197271
441-03911769812-D-0041;Oruro;Rural;30;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;250;60;0;0;0;0;0;0;0;0;0;0;0;450;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;441-03911769812-D;21;295,243599197271
441-03911769812-D-0051;Oruro;Rural;20;340;140;0;0;10;20;20;15;0;0;0;20;0;0;0;0;25;0;100;13;0;0;0;0;0;0;0;0;150;0;0;0;200;50;0;0;0;0;0;0;0;0;0;0;0;150;0;200;500;50;50;0;0;0;800;0;441-03911769812-D;21;295,243599197271
441-03911769812-D-0061;Oruro;Rural;25;0;0;0;0;10;15;25;0;0;0;0;30;0;20;0;0;0;0;80;0;0;0;0;0;0;0;0;80;60;0;0;0;300;60;80;0;0;20;0;0;150;0;0;0;0;200;0;150;400;70;50;0;0;180;1000;0;441-03911769812-D;21;295,243599197271
441-03911769812-D-0071;Oruro;Rural;10;0;180;0;0;0;15;0;0;0;0;0;0;0;0;0;30;15;0;0;0;0;0;0;0;2000;0;0;0;100;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;441-03911769812-D;21;295,243599197271
441-03911769812-D-0081;Oruro;Rural;10;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;350;250;0;0;0;0;0;0;0;441-03911769812-D;21;295,243599197271
441-03911769812-D-0091;Oruro;Rural;5;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;150;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;441-03911769812-D;21;295,243599197271
441-03911769812-D-0101;Oruro;Rural;20;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;441-03911769812-D;21;295,243599197271
441-03911769812-D-0111;Oruro;Rural;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;20;0;0;0;0;0;0;441-03911769812-D;21;295,243599197271
441-03911769812-D-0121;Oruro;Rural;50;0;150;0;0;0;45;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;380;50;0;0;0;0;0;0;0;441-03911769812-D;21;295,243599197271
441-04084651420-D-0011;Oruro;Rural;16;0;0;0;0;0;40;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;100;0;0;0;0;200;200;0;0;0;0;0;400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;441-04084651420-D;21;416,814492984383
441-04084651420-D-0021;Oruro;Rural;17;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;10;0;0;0;0;0;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;441-04084651420-D;21;416,814492984383
441-04084651420-D-0031;Oruro;Rural;10;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;441-04084651420-D;21;416,814492984383
441-04084651420-D-0041;Oruro;Rural;20;0;80;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;65;0;0;0;0;0;0;0;0;50;0;0;0;70;80;80;0;0;0;0;0;0;0;0;0;0;0;0;100;500;0;0;0;0;0;0;0;441-04084651420-D;21;416,814492984383
441-04084651420-D-0051;Oruro;Rural;20;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;60;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;441-04084651420-D;21;416,814492984383
441-04084651420-D-0061;Oruro;Rural;20;20;0;15;0;10;0;0;0;0;0;0;0;0;40;0;100;50;0;50;20;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;240;0;0;441-04084651420-D;21;416,814492984383
441-04084651420-D-0071;Oruro;Rural;20;20;25;7;0;0;20;35;0;0;0;0;0;0;15;0;0;10;0;0;10;0;0;0;0;1000;0;0;100;100;0;0;0;0;0;0;0;0;20;0;400;200;0;0;0;0;0;0;0;0;0;0;0;0;0;1000;0;441-04084651420-D;21;416,814492984383
441-04084651420-D-0081;Oruro;Rural;30;0;60;0;0;0;15;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500;600;0;0;0;0;0;0;0;441-04084651420-D;21;416,814492984383
441-04084651420-D-0091;Oruro;Rural;55;0;70;0;0;0;60;0;30;0;0;0;60;0;0;0;60;0;10;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;560;600;0;0;0;0;0;0;0;441-04084651420-D;21;416,814492984383
441-04084651420-D-0101;Oruro;Rural;20;0;70;0;0;0;30;60;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;450;200;0;0;0;0;0;0;0;441-04084651420-D;21;416,814492984383
441-04084651420-D-0111;Oruro;Rural;10;0;70;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;441-04084651420-D;21;416,814492984383
441-04084651420-D-0121;Oruro;Rural;40;0;140;0;0;0;20;18;0;0;0;0;40;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;70;0;0;0;0;0;0;0;0;0;0;0;0;300;150;0;0;0;0;0;0;0;441-04084651420-D;21;416,814492984383
441-04439425012-D-0021;Oruro;Rural;90;0;20;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;441-04439425012-D;21;196,829066131514
441-04439425012-D-0041;Oruro;Rural;10;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;80;0;0;0;0;0;0;0;441-04439425012-D;21;196,829066131514
441-04439425012-D-0051;Oruro;Rural;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;441-04439425012-D;21;196,829066131514
441-04439425012-D-0071;Oruro;Rural;5;0;50;0;0;0;10;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;850;60;0;0;0;0;0;0;441-04439425012-D;21;196,829066131514
441-04439425012-D-0091;Oruro;Rural;15;0;100;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;200;0;0;0;0;0;0;0;441-04439425012-D;21;196,829066131514
441-04439425012-D-0101;Oruro;Rural;50;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;441-04439425012-D;21;196,829066131514
441-04439425012-D-0121;Oruro;Rural;10;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;441-04439425012-D;21;196,829066131514
441-04439425012-D-0141;Oruro;Rural;50;0;80;0;0;0;10;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;441-04439425012-D;21;196,829066131514
441-04439425012-D-0151;Oruro;Rural;18;0;40;0;0;0;15;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;441-04439425012-D;21;196,829066131514
441-04439425012-D-0171;Oruro;Rural;25;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;441-04439425012-D;21;196,829066131514
441-04439425012-D-0191;Oruro;Rural;30;0;20;0;0;0;10;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;441-04439425012-D;21;196,829066131514
441-04439425012-D-0201;Oruro;Rural;10;0;20;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;441-04439425012-D;21;196,829066131514
441-04533711972-D-0011;Oruro;Rural;25;0;50;0;0;0;50;14;36;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;600;500;18;0;0;0;0;0;0;441-04533711972-D;21;85,3716431413797
441-04533711972-D-0021;Oruro;Rural;20;0;30;7;0;0;10;0;0;0;0;0;0;0;50;0;0;25;0;0;0;0;0;0;0;300;0;0;0;100;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;441-04533711972-D;21;85,3716431413797
441-04533711972-D-0031;Oruro;Rural;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;441-04533711972-D;21;85,3716431413797
441-04533711972-D-0041;Oruro;Rural;20;0;30;0;0;0;15;0;0;0;0;0;0;0;40;0;0;20;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;441-04533711972-D;21;85,3716431413797
441-04533711972-D-0051;Oruro;Rural;15;0;60;0;0;0;10;0;0;0;0;0;0;0;20;0;0;10;0;0;6;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;600;0;441-04533711972-D;21;85,3716431413797
441-04533711972-D-0061;Oruro;Rural;25;0;20;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;441-04533711972-D;21;85,3716431413797
441-04533711972-D-0071;Oruro;Rural;10;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;441-04533711972-D;21;85,3716431413797
441-04533711972-D-0081;Oruro;Rural;15;0;30;0;0;0;20;20;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;300;0;0;30;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;600;300;30;0;0;0;0;0;0;441-04533711972-D;21;85,3716431413797
441-04533711972-D-0091;Oruro;Rural;10;0;20;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;441-04533711972-D;21;85,3716431413797
441-04533711972-D-0101;Oruro;Rural;15;24;80;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;441-04533711972-D;21;85,3716431413797
441-04533711972-D-0111;Oruro;Rural;15;0;20;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;441-04533711972-D;21;85,3716431413797
441-04533711972-D-0121;Oruro;Rural;23;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;441-04533711972-D;21;85,3716431413797
441-04943347995-D-0011;Oruro;Rural;25;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;441-04943347995-D;21;248,626188797702
441-04943347995-D-0021;Oruro;Rural;10;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;441-04943347995-D;21;248,626188797702
441-04943347995-D-0031;Oruro;Rural;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;0;0;0;0;441-04943347995-D;21;248,626188797702
441-04943347995-D-0051;Oruro;Rural;10;0;20;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;441-04943347995-D;21;248,626188797702
441-04943347995-D-0061;Oruro;Rural;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;441-04943347995-D;21;248,626188797702
