"","Código","Municipio","Cta Principal (Líquido)","Comisión Bancaria...4","SUMI/SSIEP","Comisión Bancaria...6","Total Ejecución...7","Salud (Líquido)","Comisión Bancaria...9","Educación (Líquido)","Comisión Bancaria...11","Infraestructura (Líquido)","Comisiones Bancarias","Total Ejecución...14","Coparticipación","Comisión Bancaria...16","Compensación y nivelación","Comisión Bancaria...18","Renta Digindad","Fondo E Cívica","Total Ejecución...21"
"23",1326,"Gobierno Autónomo Municipal de Tolata",2932901.15,7387.85,326098.24,600.39,3266987.63,35756.52,26.94,69849.49,52.53,156729.05,117.9,262532.43,141550.13,70.6,1263629.67,110.17,412568.58,926.01,1818855.16
"24",1336,"Gobierno Autónomo Municipal de Arani",6370183.92,13716.87,708018.42,1303.63,7093222.84,77633.89,58.38,180302.75,135.63,546304.32,410.91,804845.88,307865.01,160.38,2743794.08,126.87,895761.54,2010.6,3949718.48
"25",1341,"Gobierno Autónomo Municipal de Tiraque",11209763.26,22627.72,1245749.56,2293.73,12480434.27,136597.4,102.78,277038.57,208.38,1341093.94,1008.69,1756049.76,542030.82,286.74,4827816.07,150.28,1576080.72,3537.37,6949902
"26",1401,"Gobierno Autónomo Municipal de Oruro",111245399.52,206820.43,12360820.4,22759.54,123835799.89,1355358.13,1019.49,3474861.18,2613.69,5885784.35,4427.1,10724063.94,135420933.31,5931.8,0,0,58093570.24,130387.45,193650822.8
"27",1406,"Gobierno Autónomo Municipal de Huanuni",10723928.15,21733.28,1191767.91,2194.36,11939623.7,130676.79,98.28,365269.49,274.74,1296926.82,975.48,1794221.6,13056292.98,579.12,0,0,5601089.15,12571.21,18670532.46
"28",1501,"Gobierno Autónomo Municipal de Potosí",80081844.01,149439.97,8898203.22,16384.1,89145871.3,975683.75,733.83,2446213.59,1839.96,4567679.89,3435.69,7995586.71,53879923.6,2761.39,0,0,23113776.39,51877.47,77048338.85
"29",1505,"Gobierno Autónomo Municipal de Uncía",10514135.57,21347.04,1168457.79,2151.5,11706091.9,128120.84,96.36,278300.56,209.31,1722070.57,1295.28,2130092.92,7074891.94,362.65,0,0,3035160.02,6812.25,10117226.86
"30",1507,"Gobierno Autónomo Municipal de Llallagua",20185012.66,39153.62,2242999.78,4130.08,22471296.14,248257.66,186.72,712980.58,536.28,1562078.35,1174.92,2525214.51,13581434.1,696,0,0,5826366.47,13077.02,19421573.59
"31",1519,"Gobierno Autónomo Municipal de Tupiza",21163307.64,40955.05,2351699.12,4330.02,23560291.83,257862.72,193.95,658220.31,495.12,1450741.62,1091.19,2368604.91,14239629.4,729.74,0,0,6108721.67,13710.67,20362791.48
"32",1530,"Gobierno Autónomo Municipal de Uyuni",10324770.76,20998.45,1147416.98,2112.58,11495298.77,125813.75,94.68,380962.29,286.5,847894.56,637.8,1355689.58,6947487.32,356.02,0,0,2980505.51,6689.56,9935038.41
"33",1537,"Gobierno Autónomo Municipal de Villazón",20019939.03,38849.77,2224658.35,4096.21,22287543.36,243932.72,183.51,610648.06,459.33,1433800.73,1078.47,2290102.82,13470372.93,690.34,0,0,5778722.97,12970.05,19262756.29
"34",1601,"Gobierno Autónomo Municipal de Tarija",84719360.54,157978.89,9413482.5,17333.03,94308154.96,1032183.93,776.37,2072164.88,1558.59,486769.17,366.12,3593819.06,140420758.6,1713.7,0,0,60238703.18,135872.35,200797047.83
"35",1603,"Gobierno Autónomo Municipal de Bermejo",18387975.11,35844.98,2043328.81,3762.15,20470911.05,224050.03,168.51,374048.68,281.31,1327766.38,998.7,1927313.61,30479911.15,371.78,0,0,13075657.78,29493.1,43585433.81
"36",1604,"Gobierno Autónomo Municipal de Yacuiba",46107070.7,86883.17,5123228.36,9433.29,51326615.52,561759.56,422.55,1018496.62,766.11,4235365.51,3185.7,5819996.05,76422831.46,932.57,0,0,32784532.83,73947.75,109282244.61
"37",1606,"Gobierno Autónomo Municipal de Villamontes",13118321.34,26142.15,1457811.99,2684.21,14604959.69,159848.38,120.27,315941.35,237.63,1512653.59,1137.78,1989939,21745741.82,265.29,0,0,9328820.39,21041.9,31095869.4
"38",1609,"Gobierno Autónomo Municipal de San Lorenzo",11798838.2,23712.63,1311202.25,2414.15,13136167.23,143772.73,108.15,304528.39,229.05,2679992.87,2015.79,3130646.98,19558887.99,238.7,0,0,8390638.9,18925.64,27968691.23
"39",1701,"Gobierno Autónomo Municipal de Santa Cruz de La Sierra",624835941.79,1152481.22,69426436.36,127832.91,695542692.28,7612575.92,5725.92,13568688.41,10205.88,0,0,21197196.13,58635457.03,12933.39,225543427.58,2812.58,63003519.84,141407.56,347339557.98
"40",1702,"Gobierno Autónomo Municipal de Cotoca",20107720.83,39011.41,2234411.76,4114.13,22385258.13,245002.17,184.26,502334.71,377.82,909205.94,683.88,1657788.78,1886675.07,413.39,7258675.88,183.43,2027697.37,4551.04,11178196.18
"41",1703,"Gobierno Autónomo Municipal de Porongo (Ayacucho)",6117881.01,13252.28,679984.83,1252.17,6812370.29,74560.04,56.07,144582.42,108.72,761543.89,572.79,981423.93,573843.2,123.79,2208855.37,122.54,617076.69,1384.97,3401406.56
"42",1704,"Gobierno Autónomo Municipal de La Guardia",21834091.24,42189.98,2426230.7,4467.3,24306979.22,266035.03,200.13,544529.72,409.56,880325.34,662.16,1692161.94,2048680.82,449.16,7881832.5,190.9,2201770.49,4941.63,12137865.5
"43",1705,"Gobierno Autónomo Municipal de El Torno",20955724.04,40572.74,2328634.07,4287.65,23329218.5,255333.66,192.03,595997.77,448.26,1854557.72,1394.91,2707924.35,1966253.2,430.98,7564773.88,187.08,2113203.04,4742.88,11649591.06
