"","folio","depto","area","s07a_01","s07a_01e","s07a_02","s07a_03","s07a_04","s07a_05","s07a_06","s07a_07_1","s07a_07_2","s07a_07_3","s07a_07_4","upm","estrato","factor"
"88","112-04153030238-A-0081","Chuquisaca","1. Urbana","10. Río/Acequia/Vertiente no protegida","","4. Baño ecológico (seco o de compostaje)",NA,"1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","1. Si","1. Si","2. No","112-04153030238-A",12,103.609608028368
"89","112-04153030238-A-0101","Chuquisaca","1. Urbana","10. Río/Acequia/Vertiente no protegida","","1. Baño o letrina con descarga de agua","4. A la superficie (calle/quebrada/río)","1. Si","1. Si","3. Ambas (fija y móvil)","2. No","1. Si","1. Si","1. Si","112-04153030238-A",12,103.609608028368
"90","112-04153030238-A-0131","Chuquisaca","1. Urbana","10. Río/Acequia/Vertiente no protegida","","2. Letrina de pozo ciego con piso",NA,"1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","1. Si","2. No","1. Si","112-04153030238-A",12,103.609608028368
"91","112-04153030238-A-0151","Chuquisaca","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","2. No","1. Si","2. No","112-04153030238-A",12,103.609608028368
"92","112-04153030238-A-0191","Chuquisaca","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","2. No","2. No","1. Si","112-04153030238-A",12,103.609608028368
"93","112-04153030238-A-0211","Chuquisaca","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","2. No",NA,"2. No","2. No","1. Si","2. No","112-04153030238-A",12,103.609608028368
"94","112-04153030238-A-0231","Chuquisaca","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","2. No","1. Si","2. No","112-04153030238-A",12,103.609608028368
"95","112-04153030238-A-0261","Chuquisaca","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","2. No","2. No","1. Si","112-04153030238-A",12,103.609608028368
"96","112-04170219677-A-0011","Chuquisaca","1. Urbana","1. Cañería de red dentro de la vivienda","","2. Letrina de pozo ciego con piso",NA,"1. Si","2. No",NA,"2. No","1. Si","1. Si","2. No","112-04170219677-A",12,87.9184728599852
"97","112-04170219677-A-0041","Chuquisaca","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","1. Si","1. Si","112-04170219677-A",12,87.9184728599852
"98","112-04170219677-A-0071","Chuquisaca","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","2. No","1. Si","1. Si","2. No","112-04170219677-A",12,87.9184728599852
"99","112-04170219677-A-0101","Chuquisaca","1. Urbana","1. Cañería de red dentro de la vivienda","","2. Letrina de pozo ciego con piso",NA,"1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","1. Si","1. Si","2. No","112-04170219677-A",12,87.9184728599852
"100","112-04170219677-A-0131","Chuquisaca","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","2. No","1. Si","2. No","112-04170219677-A",12,87.9184728599852
"101","112-04170219677-A-0161","Chuquisaca","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","2. No","1. Si","112-04170219677-A",12,87.9184728599852
"102","112-04170219677-A-0201","Chuquisaca","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","1. Si","1. Si","1. Si","2. No","112-04170219677-A",12,87.9184728599852
"103","112-04170219677-A-0231","Chuquisaca","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","2. No","1. Si","1. Si","2. No","112-04170219677-A",12,87.9184728599852
"104","112-04170219677-A-0261","Chuquisaca","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","2. No",NA,"2. No","2. No","2. No","2. No","112-04170219677-A",12,87.9184728599852
"105","112-04170219677-A-0291","Chuquisaca","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","1. Si","1. Si","1. Si","1. Si","112-04170219677-A",12,87.9184728599852
"106","112-04170219677-A-0321","Chuquisaca","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","2. No","1. Si","2. No","1. Si","112-04170219677-A",12,87.9184728599852
"107","112-04170219677-A-0351","Chuquisaca","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","2. No","1. Si","112-04170219677-A",12,87.9184728599852
"108","112-04189933233-A-0011","Chuquisaca","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","2. No","1. Si","112-04189933233-A",12,68.8057613686841
"109","112-04189933233-A-0041","Chuquisaca","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","1. Si","1. Si","112-04189933233-A",12,68.8057613686841
"110","112-04189933233-A-0071","Chuquisaca","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","1. Si","1. Si","112-04189933233-A",12,68.8057613686841
"111","112-04189933233-A-0101","Chuquisaca","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","1. Si","1. Si","1. Si","2. No","112-04189933233-A",12,68.8057613686841
"112","112-04189933233-A-0131","Chuquisaca","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","1. Si","1. Si","1. Si","1. Si","112-04189933233-A",12,68.8057613686841
"113","112-04189933233-A-0161","Chuquisaca","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","1. Si","1. Si","1. Si","1. Si","112-04189933233-A",12,68.8057613686841
"114","112-04189933233-A-0201","Chuquisaca","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","1. Si","1. Si","1. Si","1. Si","112-04189933233-A",12,68.8057613686841
"115","112-04189933233-A-0231","Chuquisaca","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","1. Si","1. Si","1. Si","1. Si","112-04189933233-A",12,68.8057613686841
"116","112-04189933233-A-0261","Chuquisaca","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","1. Si","2. No","1. Si","112-04189933233-A",12,68.8057613686841
"117","112-04189933233-A-0291","Chuquisaca","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","2. No","1. Si","2. No","1. Si","112-04189933233-A",12,68.8057613686841
"118","112-04189933233-A-0321","Chuquisaca","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","2. No","1. Si","1. Si","2. No","112-04189933233-A",12,68.8057613686841
"119","112-04189933233-A-0351","Chuquisaca","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","1. Si","1. Si","112-04189933233-A",12,68.8057613686841
"120","112-04197483621-A-0011","Chuquisaca","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","1. Si","1. Si","2. No","112-04197483621-A",12,52.5396239292789
"121","112-04197483621-A-0051","Chuquisaca","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","1. Si","1. Si","2. No","1. Si","112-04197483621-A",12,52.5396239292789
"122","112-04197483621-A-0081","Chuquisaca","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","1. Si","1. Si","112-04197483621-A",12,52.5396239292789
"123","112-04197483621-A-0121","Chuquisaca","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","1. Si","1. Si","1. Si","2. No","112-04197483621-A",12,52.5396239292789
"124","112-04197483621-A-0161","Chuquisaca","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","1. Si","1. Si","2. No","112-04197483621-A",12,52.5396239292789
"125","112-04197483621-A-0201","Chuquisaca","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","1. Si","1. Si","2. No","112-04197483621-A",12,52.5396239292789
"126","112-04197483621-A-0241","Chuquisaca","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","1. Si","2. No","1. Si","112-04197483621-A",12,52.5396239292789
"127","112-04197483621-A-0281","Chuquisaca","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","2. No","2. No","2. No","1. Si","112-04197483621-A",12,52.5396239292789
"128","112-04197483621-A-0321","Chuquisaca","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","1. Si","1. Si","2. No","1. Si","112-04197483621-A",12,52.5396239292789
"129","112-04197483621-A-0361","Chuquisaca","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","2. No","1. Si","2. No","112-04197483621-A",12,52.5396239292789
"130","112-04197483621-A-0401","Chuquisaca","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","2. No","2. No","1. Si","112-04197483621-A",12,52.5396239292789
"131","112-04197483621-A-0441","Chuquisaca","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","1. Si","1. Si","2. No","112-04197483621-A",12,52.5396239292789
"132","113-00417192392-A-0021","Chuquisaca","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","2. No","1. Si","113-00417192392-A",13,231.881665688125
