"","folio","depto","area","s07a_01","s07a_01e","s07a_02","s07a_03","s07a_04","s07a_05","s07a_06","s07a_07_1","s07a_07_2","s07a_07_3","s07a_07_4","upm","estrato","factor"
"5734","414-00476703869-A-0111","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","1. Si","1. Si","1. Si","1. Si","414-00476703869-A",14,264.424875096541
"5735","414-00476703869-A-0131","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","2. No",NA,"2. No","1. Si","1. Si","2. No","414-00476703869-A",14,264.424875096541
"5736","414-00476703869-A-0151","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","2. No","1. Si","1. Si","414-00476703869-A",14,264.424875096541
"5737","414-00476703869-A-0181","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","1. Si","1. Si","1. Si","414-00476703869-A",14,264.424875096541
"5738","414-00476703869-A-0201","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","2. No","1. Si","414-00476703869-A",14,264.424875096541
"5739","414-00476703869-A-0251","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","1. Si","2. No","1. Si","414-00476703869-A",14,264.424875096541
"5740","414-00476703869-A-0271","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","1. Si","1. Si","1. Si","1. Si","414-00476703869-A",14,264.424875096541
"5741","414-00477035661-A-0011","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","2. No",NA,"1. Si","1. Si","1. Si","1. Si","414-00477035661-A",14,236.824972308687
"5742","414-00477035661-A-0031","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","2. No","1. Si","1. Si","414-00477035661-A",14,236.824972308687
"5743","414-00477035661-A-0051","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","2. No","1. Si","414-00477035661-A",14,236.824972308687
"5744","414-00477035661-A-0071","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","2. No","1. Si","1. Si","2. No","414-00477035661-A",14,236.824972308687
"5745","414-00477035661-A-0091","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","1. Si","2. No","1. Si","414-00477035661-A",14,236.824972308687
"5746","414-00477035661-A-0101","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","2. No",NA,"2. No","1. Si","1. Si","2. No","414-00477035661-A",14,236.824972308687
"5747","414-00477035661-A-0141","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","1. Si","1. Si","1. Si","1. Si","414-00477035661-A",14,236.824972308687
"5748","414-00477035661-A-0161","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","2. No","1. Si","414-00477035661-A",14,236.824972308687
"5749","414-00477035661-A-0181","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","1. Si","1. Si","1. Si","2. No","414-00477035661-A",14,236.824972308687
"5750","414-00477035661-A-0201","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","2. No","1. Si","1. Si","2. No","414-00477035661-A",14,236.824972308687
"5751","414-00477035661-A-0211","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","1. Si","1. Si","414-00477035661-A",14,236.824972308687
"5752","414-00477324007-A-0011","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","1. Si","1. Si","2. No","414-00477324007-A",14,363.085459494702
"5753","414-00477324007-A-0031","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","2. No","1. Si","414-00477324007-A",14,363.085459494702
"5754","414-00477324007-A-0051","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","1. Si","1. Si","1. Si","1. Si","414-00477324007-A",14,363.085459494702
"5755","414-00477324007-A-0081","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","2. No","1. Si","414-00477324007-A",14,363.085459494702
"5756","414-00477341513-A-0101","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","1. Si","1. Si","1. Si","1. Si","414-00477324007-A",14,363.085459494702
"5757","414-00477341513-A-0121","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","1. Si","1. Si","414-00477324007-A",14,363.085459494702
"5758","414-00477341513-A-0141","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","1. Si","1. Si","1. Si","414-00477324007-A",14,363.085459494702
"5759","414-00477341513-A-0171","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","1. Si","1. Si","414-00477324007-A",14,363.085459494702
"5760","414-00477341513-A-0191","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","1. Si","1. Si","1. Si","414-00477324007-A",14,363.085459494702
"5761","414-00477341513-A-0211","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","1. Si","2. No","1. Si","414-00477324007-A",14,363.085459494702
"5762","414-00477341513-A-0231","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","1. Si","1. Si","1. Si","1. Si","414-00477324007-A",14,363.085459494702
"5763","414-00477341513-A-0261","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","1. Si","1. Si","1. Si","414-00477324007-A",14,363.085459494702
"5764","414-00477619044-A-0031","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","2. No","1. Si","414-00477619044-A",14,358.007341180091
"5765","414-00477619044-A-0061","Oruro","1. Urbana","13. Otro? (Especifique)","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","1. Si","1. Si","414-00477619044-A",14,358.007341180091
"5766","414-00477619044-A-0091","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","1. Si","1. Si","414-00477619044-A",14,358.007341180091
"5767","414-00477619044-A-0121","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","1. Si","1. Si","414-00477619044-A",14,358.007341180091
"5768","414-00477619044-A-0151","Oruro","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","1. Si","2. No","1. Si","414-00477619044-A",14,358.007341180091
"5769","414-00477619044-A-0211","Oruro","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","1. Si","1. Si","1. Si","2. No","414-00477619044-A",14,358.007341180091
"5770","414-00477619044-A-0241","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","1. Si","2. No","1. Si","414-00477619044-A",14,358.007341180091
"5771","414-00477619044-A-0271","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","2. No","1. Si","2. No","1. Si","414-00477619044-A",14,358.007341180091
"5772","414-00477619044-A-0301","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","1. Si","1. Si","414-00477619044-A",14,358.007341180091
"5773","414-00477619044-A-0331","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","1. Si","1. Si","414-00477619044-A",14,358.007341180091
"5774","414-00477619044-A-0361","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","1. Si","1. Si","414-00477619044-A",14,358.007341180091
"5775","414-00477948553-A-0021","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","1. Si","1. Si","414-00477948553-A",14,338.37846077169
"5776","414-00477948553-A-0041","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","2. No",NA,"2. No","1. Si","2. No","1. Si","414-00477948553-A",14,338.37846077169
"5777","414-00477948553-A-0061","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","2. No","1. Si","414-00477948553-A",14,338.37846077169
"5778","414-00477948553-A-0081","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","2. No","1. Si","414-00477948553-A",14,338.37846077169
"5779","414-00477948553-A-0101","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","1. Si","2. No","414-00477948553-A",14,338.37846077169
"5780","414-00477948553-A-0131","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","1. Si","1. Si","414-00477948553-A",14,338.37846077169
"5781","414-00477948553-A-0151","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","1. Si","1. Si","414-00477948553-A",14,338.37846077169
"5782","414-00477948553-A-0171","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","2. No","1. Si","414-00477948553-A",14,338.37846077169
"5783","414-00477948553-A-0191","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","2. No",NA,"2. No","1. Si","1. Si","2. No","414-00477948553-A",14,338.37846077169
"5784","414-00477948553-A-0211","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","1. Si","1. Si","1. Si","1. Si","414-00477948553-A",14,338.37846077169
"5785","414-00477948553-A-0231","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","2. No","1. Si","414-00477948553-A",14,338.37846077169
"5786","414-00477948553-A-0261","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","1. Si","1. Si","2. No","414-00477948553-A",14,338.37846077169
"5787","414-00478408311-A-0021","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","2. No","2. No","1. Si","2. No","414-00478408311-A",14,357.714372815787
"5788","414-00478408311-A-0041","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","1. Si","1. Si","2. No","414-00478408311-A",14,357.714372815787
"5789","414-00478408311-A-0061","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","2. No",NA,"2. No","1. Si","2. No","1. Si","414-00478408311-A",14,357.714372815787
"5790","414-00478408311-A-0081","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","1. Si","1. Si","2. No","1. Si","414-00478408311-A",14,357.714372815787
"5791","414-00478408311-A-0101","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","1. Si","1. Si","2. No","414-00478408311-A",14,357.714372815787
"5792","414-00478408311-A-0131","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","1. Si","2. No","1. Si","414-00478408311-A",14,357.714372815787
"5793","414-00478415946-A-0151","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","1. Si","2. No","1. Si","414-00478408311-A",14,357.714372815787
"5794","414-00478415946-A-0171","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","1. Si","2. No","1. Si","414-00478408311-A",14,357.714372815787
"5795","414-00478415946-A-0191","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","2. No","1. Si","414-00478408311-A",14,357.714372815787
"5796","414-00478415946-A-0211","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","1. Si","1. Si","1. Si","1. Si","414-00478408311-A",14,357.714372815787
"5797","414-00478415946-A-0231","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","2. No","1. Si","414-00478408311-A",14,357.714372815787
"5798","414-00478415946-A-0261","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","2. No","1. Si","414-00478408311-A",14,357.714372815787
"5799","414-00478905473-A-0021","Oruro","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","2. No","2. No","1. Si","414-00478905473-A",14,307.456981593734
"5800","414-00478905473-A-0051","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","2. No","2. No","1. Si","414-00478905473-A",14,307.456981593734
"5801","414-00478905473-A-0081","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","2. No","2. No","1. Si","414-00478905473-A",14,307.456981593734
"5802","414-00478905473-A-0111","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","1. Si","1. Si","1. Si","414-00478905473-A",14,307.456981593734
"5803","414-00478905473-A-0161","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","1. Si","1. Si","1. Si","414-00478905473-A",14,307.456981593734
"5804","414-00478905473-A-0191","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","1. Si","1. Si","1. Si","414-00478905473-A",14,307.456981593734
"5805","414-00478905473-A-0221","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","1. Si","1. Si","1. Si","414-00478905473-A",14,307.456981593734
"5806","414-00478905473-A-0241","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","2. No","1. Si","414-00478905473-A",14,307.456981593734
"5807","414-00478905473-A-0271","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","1. Si","1. Si","1. Si","414-00478905473-A",14,307.456981593734
"5808","414-00478905473-A-0301","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","1. Si","2. No","1. Si","414-00478905473-A",14,307.456981593734
"5809","414-00478905473-A-0331","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","2. No","1. Si","414-00478905473-A",14,307.456981593734
"5810","414-04787917729-A-0021","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","2. No","2. No","1. Si","414-04787917729-A",14,241.698900551207
"5811","414-04787917729-A-0041","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","1. Si","2. No","1. Si","414-04787917729-A",14,241.698900551207
"5812","414-04787917729-A-0061","Oruro","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","2. No","1. Si","2. No","1. Si","414-04787917729-A",14,241.698900551207
"5813","414-04787917729-A-0081","Oruro","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","2. No",NA,"1. Si","1. Si","2. No","1. Si","414-04787917729-A",14,241.698900551207
"5814","414-04787917729-A-0101","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","2. No",NA,"1. Si","2. No","2. No","1. Si","414-04787917729-A",14,241.698900551207
"5815","414-04787917729-A-0131","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","1. Si","1. Si","1. Si","414-04787917729-A",14,241.698900551207
"5816","414-04787917729-A-0151","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","1. Si","1. Si","1. Si","414-04787917729-A",14,241.698900551207
"5817","414-04787917729-A-0171","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","1. Si","1. Si","1. Si","414-04787917729-A",14,241.698900551207
"5818","414-04787917729-A-0191","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","1. Si","2. No","1. Si","414-04787917729-A",14,241.698900551207
"5819","414-04787917729-A-0211","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","1. Si","2. No","1. Si","414-04787917729-A",14,241.698900551207
"5820","414-04787917729-A-0231","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","1. Si","1. Si","2. No","1. Si","414-04787917729-A",14,241.698900551207
"5821","414-04787917729-A-0261","Oruro","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","1. Si","2. No","1. Si","414-04787917729-A",14,241.698900551207
"5822","421-04535841625-A-0011","Oruro","1. Urbana","2. Cañería de red fuera de la vivienda, pero dentro del lote o terreno","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","1. Si","2. No","1. Si","421-04535841625-A",11,152.070346339582
